epoch,loss,poisson,sparse_categorical_accuracy,val_loss,val_poisson,val_sparse_categorical_accuracy
0,0.6272461414337158,0.7700097560882568,0.6910994648933411,0.4352067708969116,0.7344297170639038,0.8315789699554443
1,0.4025302529335022,0.7585927248001099,0.8115183115005493,0.33632391691207886,0.7706160545349121,0.9052631855010986
2,0.3318837881088257,0.7697227597236633,0.8586387634277344,0.2860740125179291,0.8096603155136108,0.9263157844543457
